top-3 cells: nano (qwen2.5:0.5b, score 3.00), wesley (granite3.1-dense:2b, score 2.42), lfm (Liquid-LFM2.5-2.6B, score 2.41)
cells[gpu] round   1/100  10.1s  ops[nano:fire nano:fire wesley:link]  parse 3/3  warmth +0.180  eta 17m
cells[gpu] round   2/100  5.6s  ops[wesley:link lfm:fire lfm:fire]  parse 6/6  warmth +0.268  eta 13m
cells[gpu] round   3/100  9.4s  ops[nano:dial nano:dial wesley:link]  parse 9/9  warmth +0.208  eta 14m
cells[gpu] round   4/100  6.2s  ops[wesley:link lfm:fire lfm:fire]  parse 12/12  warmth +0.289  eta 13m
cells[gpu] round   5/100  30.4s  ops[nano:fire nano:fire wesley:fire]  parse 15/15  warmth +0.136  eta 20m
cells[gpu] round   6/100  69.1s  ops[wesley:link lfm:fire lfm:fire]  parse 18/18  warmth +0.235  eta 34m
cells[gpu] round   7/100  9.3s  ops[nano:dial nano:dial wesley:fire]  parse 21/21  warmth +0.239  eta 31m
cells[gpu] round   8/100  5.1s  ops[wesley:dial lfm:fire lfm:fire]  parse 24/24  warmth +0.304  eta 28m
cells[gpu] round   9/100  9.5s  ops[nano:dial nano:dial wesley:link]  parse 27/27  warmth -0.139  eta 26m
cells[gpu] round  10/100  6.2s  ops[wesley:link lfm:fire lfm:fire]  parse 30/30  warmth +0.028  eta 24m
cells[gpu] round  11/100  7.8s  ops[nano:fire nano:dial wesley:fire]  parse 33/33  warmth +0.146  eta 24m
cells[gpu] round  12/100  87.7s  ops[wesley:dial lfm:fire lfm:fire]  parse 36/36  warmth +0.235  eta 35m
cells[gpu] round  13/100  9.8s  ops[nano:fire nano:dial wesley:link]  parse 39/39  warmth -0.129  eta 35m
cells[gpu] round  14/100  6.2s  ops[wesley:fire lfm:fire lfm:fire]  parse 42/42  warmth +0.091  eta 35m
cells[gpu] round  15/100  8.7s  ops[nano:dial nano:dial wesley:fire]  parse 45/45  warmth +0.131  eta 31m
cells[gpu] round  16/100  5.5s  ops[wesley:link lfm:fire lfm:fire]  parse 48/48  warmth +0.231  eta 22m
cells[gpu] round  17/100  8.1s  ops[nano:fire nano:dial wesley:fire]  parse 51/51  warmth -0.077  eta 21m
cells[gpu] round  18/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 54/54  warmth +0.075  eta 21m
cells[gpu] round  19/100  8.3s  ops[nano:dial nano:dial wesley:dial]  parse 57/57  warmth +0.056  eta 21m
cells[gpu] round  20/100  5.2s  ops[wesley:fire lfm:fire lfm:fire]  parse 60/60  warmth -0.208  eta 20m
cells[gpu] round  21/100  8.4s  ops[nano:fire nano:fire wesley:link]  parse 63/63  warmth -0.313  eta 20m
cells[gpu] round  22/100  5.7s  ops[wesley:fire lfm:fire lfm:fire]  parse 66/66  warmth -0.048  eta 9m
cells[gpu] round  23/100  8.1s  ops[nano:dial nano:dial wesley:fire]  parse 69/69  warmth +0.027  eta 9m
cells[gpu] round  24/100  5.5s  ops[wesley:link lfm:fire lfm:fire]  parse 72/72  warmth +0.153  eta 9m
cells[gpu] round  25/100  8.3s  ops[nano:fire nano:dial wesley:fire]  parse 75/75  warmth -0.135  eta 9m
cells[gpu] round  26/100  5.5s  ops[wesley:link lfm:fire lfm:fire]  parse 78/78  warmth +0.031  eta 8m
cells[gpu] round  27/100  8.0s  ops[nano:dial nano:dial wesley:fire]  parse 81/81  warmth +0.086  eta 8m
cells[gpu] round  28/100  4.9s  ops[wesley:dial lfm:fire lfm:fire]  parse 84/84  warmth +0.189  eta 8m
cells[gpu] round  29/100  8.2s  ops[nano:fire nano:dial wesley:link]  parse 87/87  warmth -0.163  eta 8m
cells[gpu] round  30/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 90/90  warmth +0.011  eta 8m
cells[gpu] round  31/100  8.1s  ops[nano:dial nano:dial wesley:link]  parse 93/93  warmth +0.016  eta 8m
cells[gpu] round  32/100  5.1s  ops[wesley:fire lfm:fire lfm:fire]  parse 96/96  warmth +0.199  eta 8m
cells[gpu] round  33/100  8.2s  ops[nano:fire nano:fire wesley:link]  parse 99/99  warmth -0.093  eta 8m
cells[gpu] round  34/100  5.0s  ops[wesley:fire lfm:fire lfm:fire]  parse 102/102  warmth +0.118  eta 7m
cells[gpu] round  35/100  7.9s  ops[nano:dial nano:dial wesley:fire]  parse 105/105  warmth +0.151  eta 7m
cells[gpu] round  36/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 108/108  warmth +0.246  eta 7m
cells[gpu] round  37/100  7.7s  ops[nano:fire nano:dial wesley:fire]  parse 111/111  warmth -0.065  eta 7m
cells[gpu] round  38/100  5.3s  ops[wesley:link lfm:fire lfm:fire]  parse 114/114  warmth +0.084  eta 7m
cells[gpu] round  39/100  7.7s  ops[nano:dial nano:dial wesley:fire]  parse 117/117  warmth +0.125  eta 7m
cells[gpu] round  40/100  5.4s  ops[wesley:dial lfm:fire lfm:fire]  parse 120/120  warmth +0.219  eta 7m
cells[gpu] round  41/100  8.1s  ops[nano:fire nano:dial wesley:link]  parse 123/123  warmth -0.140  eta 6m
cells[gpu] round  42/100  5.4s  ops[wesley:fire lfm:fire lfm:fire]  parse 126/126  warmth +0.082  eta 6m
cells[gpu] round  43/100  7.9s  ops[nano:dial nano:dial wesley:fire]  parse 129/129  warmth +0.124  eta 6m
cells[gpu] round  44/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 132/132  warmth +0.226  eta 6m
cells[gpu] round  45/100  7.7s  ops[nano:fire nano:fire wesley:fire]  parse 135/135  warmth -0.018  eta 6m
cells[gpu] round  46/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 138/138  warmth +0.119  eta 6m
cells[gpu] round  47/100  8.2s  ops[nano:dial nano:dial wesley:fire]  parse 141/141  warmth +0.152  eta 6m
cells[gpu] round  48/100  5.3s  ops[wesley:dial lfm:fire lfm:fire]  parse 144/144  warmth +0.239  eta 6m
cells[gpu] round  49/100  8.0s  ops[nano:fire nano:fire wesley:link]  parse 147/147  warmth -0.063  eta 6m
cells[gpu] round  50/100  5.7s  ops[wesley:link lfm:fire lfm:fire]  parse 150/150  warmth +0.086  eta 6m
cells[gpu] round  51/100  8.2s  ops[nano:dial nano:dial wesley:fire]  parse 153/153  warmth +0.127  eta 5m
cells[gpu] round  52/100  5.4s  ops[wesley:dial lfm:fire lfm:fire]  parse 156/156  warmth +0.220  eta 5m
cells[gpu] round  53/100  8.8s  ops[nano:fire nano:dial wesley:link]  parse 159/159  warmth -0.140  eta 5m
cells[gpu] round  54/100  5.8s  ops[wesley:fire lfm:fire lfm:fire]  parse 162/162  warmth +0.083  eta 5m
cells[gpu] round  55/100  8.5s  ops[nano:dial nano:fire wesley:dial]  parse 165/165  warmth +0.125  eta 5m
cells[gpu] round  56/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 168/168  warmth +0.226  eta 5m
cells[gpu] round  57/100  8.1s  ops[nano:fire nano:fire wesley:fire]  parse 171/171  warmth -0.018  eta 5m
cells[gpu] round  58/100  5.3s  ops[wesley:link lfm:fire lfm:fire]  parse 174/174  warmth +0.119  eta 5m
cells[gpu] round  59/100  8.3s  ops[nano:dial nano:dial wesley:dial]  parse 177/177  warmth +0.090  eta 5m
cells[gpu] round  60/100  5.3s  ops[wesley:fire lfm:fire lfm:fire]  parse 180/180  warmth +0.255  eta 5m
cells[gpu] round  61/100  8.4s  ops[nano:fire nano:fire wesley:link]  parse 183/183  warmth -0.051  eta 5m
cells[gpu] round  62/100  5.2s  ops[wesley:fire lfm:fire lfm:fire]  parse 186/186  warmth +0.149  eta 4m
cells[gpu] round  63/100  8.0s  ops[nano:dial nano:dial wesley:fire]  parse 189/189  warmth +0.174  eta 4m
cells[gpu] round  64/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 192/192  warmth +0.264  eta 4m
cells[gpu] round  65/100  8.2s  ops[nano:fire nano:fire wesley:link]  parse 195/195  warmth -0.045  eta 4m
cells[gpu] round  66/100  5.1s  ops[wesley:fire lfm:fire lfm:fire]  parse 198/198  warmth +0.154  eta 4m
cells[gpu] round  67/100  7.8s  ops[nano:fire nano:fire wesley:fire]  parse 201/201  warmth +0.303  eta 4m
cells[gpu] round  68/100  5.8s  ops[wesley:link lfm:fire lfm:fire]  parse 204/204  warmth +0.360  eta 4m
cells[gpu] round  69/100  8.0s  ops[nano:fire nano:dial wesley:fire]  parse 207/207  warmth +0.020  eta 3m
cells[gpu] round  70/100  5.0s  ops[wesley:link lfm:fire lfm:fire]  parse 210/210  warmth +0.148  eta 3m
cells[gpu] round  71/100  7.8s  ops[nano:dial nano:dial wesley:fire]  parse 213/213  warmth +0.173  eta 3m
cells[gpu] round  72/100  5.1s  ops[wesley:dial lfm:fire lfm:fire]  parse 216/216  warmth +0.255  eta 3m
cells[gpu] round  73/100  8.1s  ops[nano:dial nano:fire wesley:link]  parse 219/219  warmth -0.113  eta 3m
cells[gpu] round  74/100  4.6s  ops[wesley:dial lfm:fire lfm:fire]  parse 222/222  warmth +0.040  eta 3m
cells[gpu] round  75/100  7.7s  ops[nano:dial nano:dial wesley:fire]  parse 225/225  warmth +0.092  eta 3m
cells[gpu] round  76/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 228/228  warmth +0.202  eta 3m
cells[gpu] round  77/100  8.1s  ops[nano:fire nano:fire wesley:fire]  parse 231/231  warmth -0.036  eta 3m
cells[gpu] round  78/100  5.5s  ops[wesley:link lfm:fire lfm:fire]  parse 234/234  warmth +0.106  eta 2m
cells[gpu] round  79/100  8.0s  ops[nano:dial nano:dial wesley:fire]  parse 237/237  warmth +0.142  eta 2m
cells[gpu] round  80/100  6.4s  ops[wesley:dial lfm:fire lfm:fire]  parse 240/240  warmth +0.231  eta 2m
cells[gpu] round  81/100  8.3s  ops[nano:dial nano:dial wesley:link]  parse 243/243  warmth -0.194  eta 2m
cells[gpu] round  82/100  5.6s  ops[wesley:link lfm:fire lfm:fire]  parse 246/246  warmth -0.012  eta 2m
cells[gpu] round  83/100  7.8s  ops[nano:fire nano:fire wesley:fire]  parse 249/249  warmth +0.178  eta 2m
cells[gpu] round  84/100  5.0s  ops[wesley:fire lfm:fire lfm:fire]  parse 252/252  warmth +0.321  eta 2m
cells[gpu] round  85/100  8.2s  ops[nano:dial nano:dial wesley:link]  parse 255/255  warmth -0.126  eta 2m
cells[gpu] round  86/100  5.6s  ops[wesley:link lfm:fire lfm:fire]  parse 258/258  warmth +0.038  eta 2m
cells[gpu] round  87/100  8.2s  ops[nano:dial nano:fire wesley:link]  parse 261/261  warmth +0.099  eta 1m
cells[gpu] round  88/100  4.8s  ops[wesley:fire lfm:fire lfm:fire]  parse 264/264  warmth +0.262  eta 1m
cells[gpu] round  89/100  8.1s  ops[nano:dial nano:fire wesley:link]  parse 267/267  warmth -0.108  eta 1m
cells[gpu] round  90/100  5.4s  ops[wesley:dial lfm:fire lfm:fire]  parse 270/270  warmth +0.044  eta 1m
cells[gpu] round  91/100  7.8s  ops[nano:dial nano:dial wesley:fire]  parse 273/273  warmth +0.095  eta 1m
cells[gpu] round  92/100  5.0s  ops[wesley:link lfm:fire lfm:fire]  parse 276/276  warmth +0.204  eta 1m
cells[gpu] round  93/100  7.8s  ops[nano:fire nano:dial wesley:fire]  parse 279/279  warmth -0.097  eta 1m
cells[gpu] round  94/100  5.1s  ops[wesley:link lfm:fire lfm:fire]  parse 282/282  warmth +0.060  eta 1m
cells[gpu] round  95/100  8.1s  ops[nano:dial nano:fire wesley:dial]  parse 285/285  warmth +0.108  eta 1m
cells[gpu] round  96/100  5.0s  ops[wesley:fire lfm:fire lfm:fire]  parse 288/288  warmth +0.268  eta 0m
cells[gpu] round  97/100  8.2s  ops[nano:dial nano:fire wesley:link]  parse 291/291  warmth -0.104  eta 0m
cells[gpu] round  98/100  4.8s  ops[wesley:dial lfm:fire lfm:fire]  parse 294/294  warmth +0.047  eta 0m
cells[gpu] round  99/100  7.8s  ops[nano:dial nano:dial wesley:fire]  parse 297/297  warmth +0.098  eta 0m
cells[gpu] round 100/100  5.4s  ops[wesley:link lfm:fire lfm:fire]  parse 300/300  warmth +0.206  eta 0m
cells[gpu] done: 100 rounds, 300 queries, parse 100.0%
cells[cpu] round   1/100  9.3s  ops[nano:fire nano:fire wesley:link]  parse 3/3  warmth +0.180  eta 15m
cells[cpu] round   2/100  10.6s  ops[wesley:link lfm:fire lfm:fire]  parse 6/6  warmth +0.268  eta 16m
cells[cpu] round   3/100  8.3s  ops[nano:dial nano:fire wesley:link]  parse 9/9  warmth +0.271  eta 15m
cells[cpu] round   4/100  9.6s  ops[wesley:dial lfm:fire lfm:fire]  parse 12/12  warmth +0.328  eta 15m
cells[cpu] round   5/100  8.0s  ops[nano:fire nano:fire wesley:link]  parse 15/15  warmth +0.058  eta 15m
cells[cpu] round   6/100  10.4s  ops[wesley:fire lfm:fire lfm:fire]  parse 18/18  warmth +0.231  eta 15m
